tweet_id,author_id,customer_tweet,intent,historical_reply,in_response_to_tweet_id
1203532,236949,@AppleSupport iOS 11.1 (15B92) still won’t download apps,software_update,"@AppleSupport Are you using iOS Beta 11.1? Let us know in a DM, and we'll look into this with you.",
1143515,389141,@AppleSupport Whyyy will itunes on my Mac not play the music videos in my library that aren't downloaded? It just sits on a black screen,device_troubleshooting,@AppleSupport We want you to be able to enjoy those videos when on your Mac. Are you an Apple Music subscriber? Have the videos worked before?,
283585,183554,"@AppleSupport When we press volume button pop up comes in middle of the screen for any video we play,iOS11 removed this right?",device_troubleshooting,@AppleSupport Send us a DM with the country that you are located in to continue.,283584.0
957211,347112,@AppleSupport Is there any way to disable these on iOS 11? It’s really easy to jump to the wrong thing with my thumb.,software_update,@AppleSupport Thank you for reaching out to us. Let's take a closer look at this. Please send us a DM to continue.,
849517,614401,@AppleSupport @AppleSupport @AppleSupport I haven't updated mine yet but it still does this. Started about a week ago :/,software_update,@AppleSupport Let’s take a closer look at this issue with you. DM us which version of iOS you’re currently running on the iPhone to proceed.,849516.0
2112828,623042,@AppleSupport my battery has been draining really fast and my@AppleSupport takes really long to charge,device_troubleshooting,"@AppleSupport Can you tell us which iPhone and version of software you're using? Also, when did this issue begin for you?",2112830.0
523828,241075,"@AppleSupport Hey guys, I am noticing a new autocorrect bug. Can you notify the correct teams to get it fixed? Typing ‘it’ autocorrects to I.T",software_update,"@AppleSupport We're glad you reached out about this. Meet us in DM, we'd like to take a closer look with you there.",
1595968,444293,Can i use any plug to adapt to my macbook charger? @AppleSupport,billing_subscription,@AppleSupport Our Sales Support team will be happy to answer any questions you may have. Reach them here:,
826643,316907,@AppleSupport Okay — I found the order number showing that I purchased the book. What now?,order_shipping_inquiry,"@AppleSupport If you’re signed in with the right Apple ID, let’s check to see if the purchase is hidden:",826642.0
1882518,561774,"Top status bar (wifi, clock, battery) is not rotating on rotation of iPad or is duplicating upon iPad rotation 2/2 @AppleSupport",device_troubleshooting,@AppleSupport This isn't the experience we would hope for you to have with your iPad Pro. Send us a DM and we'll get started on a solution.,
1986604,588059,"@AppleSupport I have a new iPhone 7 and since update my battery lasts 3 hours NOT BEING USED AT ALL. I have to go to android, it’s insane.",device_troubleshooting,@AppleSupport Have you tried these tips yet to see if it helps? We'd like to work with you to get this fixed.,
9254,468428,"@AppleSupport I just updated my phone and i’s not working!!! It just shows me the apple sign , how to fix it ??",software_update,@AppleSupport Let's meet up in DM and discuss it. We want to help.,9200.0
1905796,567886,@AppleSupport Current version iOS 11.0.3,software_update,@AppleSupport Thank you for that information. Does the iPhone see the heahhones when attempting to pair? DM us back.,1905795.0
2021933,597981,@AppleSupport are you guys working on a fix for this question-mark-in-a-box bug?,software_update,@AppleSupport Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,
1476935,462925,What apple I barely have any charge anymore on my phone 😠 @AppleSupport @AppleSupport,billing_subscription,@AppleSupport We'd be happy to look into this. Which iOS version are you using?,
2451362,702461,@AppleSupport how come when I connect to a WiFi network a page doesn’t open to log in to that network when required. iOS 11; iPhone 7+,device_troubleshooting,@AppleSupport We'd like to help. DM us what iOS 11 version you're on.,
2329661,408920,@AppleSupport Horrible lag slow running apps random freezing etc etc all the problems that iOS 11 and following updates have caused,software_update,"@AppleSupport Thanks for the details. Meet us in DM to continue, please.",2329660.0
1626216,497969,@AppleSupport It’s when using the whole phone pretty much. The update slowed my 6S down slot,software_update,@AppleSupport What version of iOS are you running? You can find that by going to Settings &gt; General &gt; About on your iPhone. Let us know in DM.,1626215.0
2043507,604308,@AppleSupport I downloaded 11.0.2 and it still doesn’t work. There is no connection even when in perfect WiFi,device_troubleshooting,"@AppleSupport To ensure this concern gets the attention to detail needed, let's continue our support in DM. Join with the link below.",2043508.0
1552228,480288,@AppleSupport Still having #heat &amp; #battery drain problem on #ios111 while updating apps #iPhone6S @AppleSupport,device_troubleshooting,@AppleSupport Let's meet up in DM to discuss what you're observing to determine appropriate steps.,
388540,207933,@AppleSupport Is it a software issue?,software_update,@AppleSupport We'd definitely like to take a closer look in DM. What macOS is your computer currently running?,388539.0
1635721,500337,@AppleSupport could you please fix the i issue and also the lagging on this new IOS. it’s really infuriating.,device_troubleshooting,@AppleSupport Send us a DM and we'll take a closer look at this with you.,
2422455,695769,"@AppleSupport did the update last night to my iPhone, then it reset!! Can't remember my password (as it's always set to auto fill) and apple has old phone number and email address I don't have access to. Need help ASAP in Canada",account_apple_id,"@AppleSupport We want you to be able to use your iPhone after updating. In DM, please let know if you've tried the steps here to reset the password for your Apple ID:",
1907373,568294,@AppleSupport i changed my Apple ID on my phone and all my music that I had in Apple Music is gone :( helppp,account_apple_id,@AppleSupport Your music is important! Let us know which iOS version you’re running in DM so we can take a closer look at this with you.,
90661,135629,@AppleSupport new iOS turns bluetooth back on each time I power down and reboot my iPhone 6plus. Pretty annoying since turning it off helps battery life.,device_troubleshooting,@AppleSupport We're happy to help with your Bluetooth and Wi-Fi. With iOS 11 there were a few changes to how you can control your connections. Please check out for details.,
292383,185634,Cannot control #iPhone #AppleMusic from #AppleWatch #watchos4 #iOS11 @AppleSupport,software_update,@AppleSupport We're here for you. What happens when you attempt to control the music playback as shown here?,
2966657,818434,Surely this battery usage isn’t right? @AppleSupport,device_troubleshooting,"@AppleSupport No, that is not expected, so let’s take a look at that. Which iPhone are you using, and when did this start? Please reply in DM.",
2890758,801417,@AppleSupport can I undo the latest update??? Half my apps no longer work. The phone won't unlock on the first attempt and it's waaaayyyyyyy toooooooooo slllloooooowwwwwwwwwwwww,software_update,"@AppleSupport The latest update is iOS 11.1.2: While we don't support rolling back to an earlier iOS, we can troubleshoot with you. Send us a DM and let us know the iPhone you have and the country you're in.",
1451842,456918,If I have to buy another iPhone because @AppleSupport shitty ass update ruined it im buying a Samsung f it.,software_update,@AppleSupport Thanks for reaching out. DM us using the link below. We'd like some details to assist.,
35289,123691,@AppleSupport did update on 📱 n ⌚️ result? No more Twitter notifications😱 Yup mirrors my 📱 #itsalwayssomething,software_update,@AppleSupport We want to be sure you receive notifications as you'd expect. Let us know if this helps:,
2850823,792687,@AppleSupport It just keeps popping up with a message saying it needs to be connected to itunes. Would it need to be with the original apple ID i was using?,account_apple_id,@AppleSupport Send us a photo or screenshot of the message you're receiving in DM. You can DM us from this link:,2850824.0
748165,298849,why the fucc doesnt my phone connect to wifi @AppleSupport fix this,device_troubleshooting,@AppleSupport Let's help get this resolved. DM us what happens when you try to connect to Wi-Fi.,
1261231,415458,@AppleSupport I have an Apple Music account and songs downloaded but it won’t let me play them? Just takes me to the join Apple Music page?,account_apple_id,@AppleSupport Let's sort this out together. Have you checked to confirm you're logged into Apple Music on your device?,
2293090,170652,@AppleSupport I cant’t make payments on itunes,billing_subscription,"@AppleSupport For the best help with your iTunes account, we'll need to refer you here:",
1905951,567933,The battery drain of my #IPhone7 since the #iOS11 update is scandalous. It’s less than 50% its duration two months ago @AppleSupport @AppleSupport,device_troubleshooting,@AppleSupport Please DM and tell us what version of iOS 11 you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there to help out.,
2355053,680397,"@AppleSupport It’s an MLH32N/A on the latest public release of High Sierra. I tried a restart, resetting the SMC and tapping the Touchbar a couple of times 😉",device_troubleshooting,@AppleSupport Is macOS 10.13.1 installed and are there any updates showing ready to download in your Mac's App Store &gt; Updates section? Have you tried testing for the same issue in another app or in macOS Recovery mode?,2355052.0
854601,162331,@AppleSupport I want to know whether my Mac stores Time Machine backups when I don't backup for periods of time??,order_shipping_inquiry,@AppleSupport We're here for you. Your Mac will store your Time Machine backups even if you're not creating them regularly.,
2689541,756156,"@AppleSupport Your Essentials Guide isn’t a web page, it’s a pop-up that appears shortly after installing iOS 11/using iPhone X.",software_update,@AppleSupport Thanks for clarifying. Please send us a DM so we may better assist you.,2689540.0
1117142,160166,@AppleSupport 11.0.3 bug — my apps flip to horizontal while I’m holding the phone vertically. Help!,software_update,"@AppleSupport We'd love to look into this. Send us over a DM with your iPhone model, we'll go from there.",
2429303,697439,@AppleSupport It’s on new messages also. I updated 2 days ago i believe and messages i received today display the symbols.,software_update,"@AppleSupport For messages you receive, it may be because the sender's device isn't updated. Are you sending out the symbols at all or do all of your texts look normal? Please let us know in DM.",2429302.0
1021700,361784,@AppleSupport why does my live Photo and flash automatically turn on itself in the camera app? I would like a permanent disable switch.,device_troubleshooting,"@AppleSupport That's a great question and we'll certainly take a look into this. To help us out, may we get the iOS version number?",
8420,117481,@AppleSupport Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,order_shipping_inquiry,"@AppleSupport If you are unable to access these resources, let's get you connected with our local AppleCare Support team to get you to our Online Support group:",8421.0
2172781,637171,@AppleSupport can you please tell me why my 7+ almost burned a hole in my pants and why my flashlight or camera doesn’t work now.,device_troubleshooting,@AppleSupport We can look into this with you. Let us know which version of iOS you're using via DM to get started.,
1581418,486833,@AppleSupport AirPods constantly cutting out after updating to iOS 11.1,software_update,@AppleSupport That is certainly not the experience we want you to have. Let's continue in DM.,
1805197,376991,"@AppleSupport 2 times chatting with y’all and still can’t fix my battery problems, updated to 11.0.3 and it is way worse hope you can fix it",device_troubleshooting,@AppleSupport That's not the experience we want you to have. We'll be happy to see how we can help. DM us to get started.,
38246,124310,@AppleSupport new update 11.0.3 has made my cell slow like samsung. The main reason me buying apple was a hope that it doesnt hang! 😐,software_update,"@AppleSupport We can help. We’ve released iOS 11.1. Let’s make sure you have a backup, and update your iPhone:",
553481,249085,"@AppleSupport Hi, my i6 battery that I replaced in June is once again used … help ?",device_troubleshooting,"@AppleSupport We want to do all we can to find a solution to your battery issues. Please meet us in DM with more details of the issue, so we may assist.",
284458,183751,"@AppleSupport my phone won’t even charge over 60% overnight, it dies at 15% and my phone is incredibly slow so pls sort ur shit out before I switch to samsung",billing_subscription,@AppleSupport We can work together to see what's going on with your iPhone. Send us a DM and we'll go from there.,
753585,300100,"@AppleSupport App. Didn’t have these issues until the new update. Was hoping the updates you sent out after the original would fix them, but didn’t.",software_update,"@AppleSupport Thanks for these details. We've just released iOS 11.0.3, and advise that you try it out:",753581.0
2056148,608080,"iOS 11 updates causing anxiety...speaker phone issues, bluetooth not syncing... come on now @AppleSupport @AppleSupport",device_troubleshooting,@AppleSupport What sort of issues? Does it connect to any Bluetooth device? DM us more details and we'll dive in to get them sorted together!,
1026612,362916,@AppleSupport IOS 11 seems to make my iPhone 6 run really slow and uses my battery up. Seems to be some bugs too. Please help. I’m on 11.02,software_update,@AppleSupport We know how vital your battery is. Please check out this article:,
1215572,405237,@AppleSupport iPhone 6Plus #iOS 11.0.2 (screenshot of the webpage and iBooks app),device_troubleshooting,@AppleSupport Are you able to duplicate this issue by saving another web page as a PDF in iBooks and trying to open it?,1215571.0
1201986,402412,Are @AppleSupport TV 4 remotes repairable? @AppleSupport,hardware_repair_warranty,@AppleSupport Thanks for reaching out. Out Apple TV Support Team are able to assist you here:,
2805211,782204,"@AppleSupport. Rebooting phone took me from 35% to 57%. Odd that I can drop from 65% to 35% in 20 minutes, then gain 22% after plugging in just to get the phone to boot again. The support chat from the other night showed no hardware issues.",hardware_repair_warranty,"@AppleSupport Thanks for that information. Were you able to review the article on optimizing your battery life and make any changes? Also, did you run any diagnostics on your previous interaction with us?",
1329236,313625,want to buy an iPhone outright off @AppleSupport app would I need to purchase simfree to be unlocked or thru my carrier &amp;wait 40 days @AppleSupport,account_apple_id,"@AppleSupport We'll point you in the right direction. For sales questions, get with Apple Online Store Support:",
1147920,390153,@AppleSupport how come when you turn your wifi off from the control center it doesn’t stay off? i hate having it connect at random times.,device_troubleshooting,"@AppleSupport We can shed some light on that topic for you, with this article:",
2047974,605654,"This update has made my phone so clunky and slow.. it’s almost unusable!! WTH @AppleSupport apps are so slow, other apps not even compatible",software_update,@AppleSupport We'd like to look into this with you. Let us know which device and the version of iOS you're using in DM. We'll go from there.,
2753642,464215,@AppleSupport 33% battery drained for just half an hour while playing music come on @AppleSupport #ios1112 #ios11,device_troubleshooting,@AppleSupport We'd be happy to look into this with you. Send us a DM to get started.,
739821,296927,@AppleSupport @AppleSupport this is my lock screen after the update ? What do I do ?,device_troubleshooting,@AppleSupport Which iPhone model is affected? Has the device been restarted? Does this occur with all notifications?,
2076320,614075,@AppleSupport why does my iphone6s have so bad battery life. I need to charge it like four times in a day.,billing_subscription,@AppleSupport We'd be happy to look into the battery life with you. DM us the exact iOS version and we'll work together from there.,
1193000,400323,@AppleSupport Never mind. That didn’t work. It’s been sitting with no case on the wireless charger for 5 minutes and counting and still not locked,billing_subscription,"@AppleSupport Is the iPhone connected to a wall outlet or a computer right now? DM us back, we'll dive further into this there.",1192999.0
1087424,376524,So @AppleSupport my phone has been 100% slower since the update. I’m not a huge fan of that,software_update,@AppleSupport We understand and want to help. Have you updated the applications on the device as well? DM us.,
2152223,632436,@AppleSupport I️ haven’t updated to 11.1 and I’m still getting ? for my I️. Ideas?,software_update,@AppleSupport Here’s what you can do to work around the issue until it’s fixed in a future software update:,
2834446,789027,@AppleSupport Hi.I can't sign in to facetime and imessage with my apple id on my macbook and my iphone.I need some help.please.Thank you,account_apple_id,@AppleSupport Thanks for reaching out. We'd be happy to help. Please join us in DM to so we continue assisting.,
2578659,731058,@AppleSupport Backed up all files on iCloud before erasing all content for a software issue and the issue is gone but my files haven’t came back from the backup :/,software_update,@AppleSupport What sort of files are missing? Were they stored in iCloud Drive?,2578658.0
501506,234820,"@AppleSupport Wait it’s not any apps, it reset itself earlier when I wasn’t even touching it..",device_troubleshooting,@AppleSupport Thanks for the clarification. We'd like to look into some options from here. Can you DM us the country you're currently located in?,501505.0
656247,276126,Made me update the software on my MacBook Pro and now it keeps crashing wtf @AppleSupport,software_update,"@AppleSupport We want to help, as that's not the experience we want for you. When you power up your device, does it boot to the user screen or is something else happening?",
963246,348589,@AppleSupport iPhone 7 having crazy battery problems as well as connectivity issues since iOS update. What do I do?,software_update,@AppleSupport Let's look into that. Send us a DM and we'll go from there.,
689298,284706,hate. hate. hate ios 11. @AppleSupport MY DANG BATTERY DIES FASTER. please fix it smh.,device_troubleshooting,@AppleSupport Battery life is very important. We'd love to assist you with yours. Click here to join us in DM and provide us with the software version that is currently running on your phone:,
1932744,575137,@AppleSupport new update 11.0.3 sucks with iPhone 8 plus. No Bluetooth connection. Fix it!!,device_troubleshooting,@AppleSupport We'd like to know more about what's happening to see how we can help. DM us with the details.,
755750,300638,"@AppleSupport trying to download an app BBEdit on my MacBook Air and keep getting (screen shot example) asking me to enter a code, where?",device_troubleshooting,@AppleSupport We're happy to help with this. When you get this code are you also seeing a password field on your MacBook Air?,
721233,292647,"@AppleSupport the last update of IOS 11 consumes the battery like crazy unlike the the older one, what shall i do?",software_update,@AppleSupport Let's look into that. Send us a DM and we'll go from there.,
487907,231130,@AppleSupport Never mind. I restarted my watch and it showed up.,device_troubleshooting,"@AppleSupport Awesome, even better when they come in before the 9 days! Feel free to reach out if we can be of any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, rest assured we'll respond the following day.",487908.0
859187,324003,Ho installato aggiornamenti 11.0.1 11.0.2. Ho problemi con chiamate verso il mio cellulare. E batteria che si scarica @AppleSupport 11.0.1,software_update,@AppleSupport We offer support via Twitter in English. Contact us for help in your preferred language here:,
2903675,804169,@AppleSupport I have an iPhone 6s. I noticed it with the iOS 11 update. I now have iOS 11.1.2,software_update,"@AppleSupport Thank you. We’d like to look further into this with you. To start, please send us a DM.",2903674.0
2838696,790013,"wtf has happened to @AppleSupport customer service. had the rudest colleague today who told me he was doing me a ""favour"" by replacing my faulty hardware phone and walked away without saying bye. do i move to android? hmm",hardware_repair_warranty,@AppleSupport Thanks for bringing this to our attention. Please DM us via the following link with any details you can provide including the store location.,
2305939,458848,"Texts not working, phone telling me I don’t have FaceTime set up, call log keeps disappearing. If y’all are going to do all of this, you need to expedite my iPhone X order. @AppleSupport @AppleSupport",order_shipping_inquiry,@AppleSupport We know how important it is to have your iPhone run smoothly. We can help. What version of iOS is on this device? Go to Settings &gt; General &gt; About to get that information.,
110857,140656,@AppleSupport Is it still possible to install IOS 10.3.3 on iPhone 6s?,software_update,@AppleSupport You should be able to update your iPhone to the latest version of iOS 11 actually. Find out more online here: DM us if you have any questions.,
1375800,440258,"@AppleSupport Yep, it was there. I fix it by restoring from a backup and running update again.",software_update,@AppleSupport Thank you for the update. We're glad to hear it's working properly now. Contact us again if you need further assistance.,1375799.0
384027,206961,@AppleSupport On top of that cant even hear when people call me ??????? Have to restart my phone all the time!!!! Nothing has ever happened to my phone,device_troubleshooting,@AppleSupport That’s not what we’d like to hear. Let us know more about what’s changed since the update via DM and we’ll start there.,384028.0
2286764,664435,Updated iPad and pages and my documents are back! Yay! @AppleSupport,software_update,@AppleSupport We are glad it is back to normal for you. Let us know if you need anything else.,
11101,118095,"@AppleSupport @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11",software_update,"@AppleSupport We're here to help. Did this happen after a specific update, or just recently? Thanks!",
982089,352854,@AppleSupport your software updates have made my 5S even worse (didnt think it was possible),software_update,@AppleSupport We’d like to help get your iPhone working better. Can you start by letting us know more via DM?,
2454558,703140,"@AppleSupport You allow fraudulent charges to be made on my account and when I try to report it, I get this:",billing_subscription,@AppleSupport We may be able to help or get you pointed in the right direction here on Twitter. Send us a DM and tell us about the charges. We'll start there.,
2502088,696965,@AppleSupport I've DM'd you guys for help with my screen being non-responsive and having to do multiple hard reset to get it back up and going and no one got back with me. Still waiting on help with that.....,device_troubleshooting,@AppleSupport We certainly want to continue helping. We have received your DM and will be responding there momentarily.,2502087.0
2120206,624757,@AppleSupport @AppleSupport Depuis que j’ai quitté l’IOS 10 pour la 11 je peux à peine me servir de mon téléphone! 😡 IOS 11.1 c’est de la 💩 aussi!,software_update,@AppleSupport We offer support via Twitter in English. Contact us for help in your preferred language here:,
2774414,775369,"En faisait la mise à jour MacOS, j'ai perdu Final Cut Pro :-) je fais comment maintenant les gars @AppleSupport",software_update,@AppleSupport We offer support via Twitter in English. Contact us for help in your preferred language here:,
483257,229949,"@AppleSupport I backed it up, update it and same thing happened again",software_update,@AppleSupport We really appreciate you giving that a try. Let's move over to DM so we can work on this further.,483256.0
2379292,686125,"@AppleSupport Thanks, but I have many if not all of these tips integrated into my iPhone. With minimal usage the battery is significantly dropping. :(",device_troubleshooting,@AppleSupport Send us a DM and we'll have a closer look at this together.,2379291.0
2783257,563334,Question: @AppleSupport can you find icloud account with the imei number?,account_apple_id,@AppleSupport We can assist you. Please DM us with additional details regarding your concern with your iCloud account and we'll help you further. You can do so via the following link.,
1961559,581723,@AppleSupport iPhone 7splus iOS 11.0.3,software_update,"@AppleSupport Based on the following link, are you getting a temperature alert? Send us a DM here:",1961560.0
48017,126738,@AppleSupport and about battery i think it good with low mode and sometimes i found some lags on opining keyboard search on home screen i know it will fixed with other update but please help us fast thx for understanding,device_troubleshooting,@AppleSupport We'd like to look into these lags with you. Please send us a DM to get started.,48018.0
240338,173082,@AppleSupport My iPhone SE is on iOS 11.0.2 and I am connected to wifi but this pop up showed up.,device_troubleshooting,"@AppleSupport We'd love to help you fix this problem! Have you tried turning off Wi-Fi, and turning it on again? Have you also tried restarting?",
333225,195368,@AppleSupport since doing my update the camera doesn’t work and neither does sound on phone calls,device_troubleshooting,@AppleSupport We want to help. Which iPhone model do you own?,
428698,216963,Dearest @AppleSupport — after downloading the iOS update and the 2nd update I now cant hear people when they phone me - great job 👍🏼,software_update,"@AppleSupport We'll make sure to get this straightened out. DM us, and we'll see you there.",
512520,237871,"@AppleSupport how can I disconnect an Apple Watch from a broken phone, without unlocking my watch because the Digital Crown is broken?",hardware_repair_warranty,"@AppleSupport We're here for you, and dedicated to doing our best to assist. We can help with the Digital Crown as well! Meet us in DM where we can learn more about your Apple Watch, and explore options with you.",
1385522,442420,"@AppleSupport I have downloaded new software update. Just opened snapchat and my iPhone jumped from 73% to 20% :( as soon as I plugged it in to charge, it jumped straight up again :/",software_update,"@AppleSupport Let's help get this sorted. Since updating, have you had a chance to restart the device and update your apps? If not, please do so and let us know if the behavior occurs again.",1385521.0
2313519,670873,@AppleSupport this update has made my phone go crazy and do it’s own thing🙄🙄🙄🙄,software_update,@AppleSupport We're here for you. Send us a DM with the details of any issue you're experiencing and we'll continue from there.,
97095,137197,"@AppleSupport Hello, I still have that icons disappear bug after the update. Once I log out and Log back on it's back. Just wondering, Is that a known issue or just Me?",software_update,"@AppleSupport Happy to help. Verify for us what macOS you are running there? Also, does this issue remain after restarting the computer? For the icons that are disappearing are they specific to certain apps?",97094.0
2641743,745487,"@AppleSupport Whit #iOS11 touch id not working say ""Failed Unable to complete Touch ID setup pleasego back and try again""",device_troubleshooting,@AppleSupport We'd like to take a further look into this issue. Send us a DM.,2641742.0
193616,161522,"@AppleSupport iPhone 6s, iOS 11.0",software_update,@AppleSupport Thank you for that information. Split View in iOS is only available for iPad models:,193617.0
822692,315969,@AppleSupport @AppleSupport @AppleSupport #Ios11 why does my WiFi keep Turing Back On after I’ve turn it completely off!? Come on Apple,device_troubleshooting,@AppleSupport We can go over some information to about that. Let's move over to DM so we can have a chat.,
1062203,370798,@AppleSupport I know tips and tricks. But this problem started only after 11.0.3 Maybe I ll try to downgrade iOS ?,software_update,@AppleSupport We can work together to troubleshoot the issue. DM us.,1062202.0
2070496,612319,"IOS 11 is a big shit. I want go back to IOS 10.3.3. I can't use my iphone 6, it have bug and freeze @AppleSupport @AppleSupport",software_update,"@AppleSupport We want you to be able to use and enjoy your iPhone, and we'd like to help. DM us with the country where you're located to start.",
1998089,590798,@AppleSupport how long does it typically take for an iPhone repair?,hardware_repair_warranty,"@AppleSupport Great question! Please check out our iPhone Service Center Answers, it'll have the info you need:",
2050310,606321,@AppleSupport your new update messed with me and my bro’s podcasts @AppleSupport please help in our time of need,software_update,@AppleSupport We can help get things back on track. Could you join us in DM with more details of what you're seeing?,
300088,187559,@AppleSupport since updating to the newest update my WiFi turns its self off WHY?? Every time I update there is a problem 😡😡😡,device_troubleshooting,@AppleSupport Let's look into that. Send us a DM and we'll go from there.,
161293,153210,re my apple id - I've completed the process that took over a month on your end and it still won't let me recover my id - instead it's sending the password to the iPhone which I have reported as stolen over a year ago. Obviously problematic. Help? @AppleSupport,account_apple_id,@AppleSupport We're here to assist. We take your account security very seriously. We would recommend to reach out to our Account Security team to sort this out. You can reach them at: They have all the tools in order to get this resolved. Thank you!,
1889284,563417,@AppleSupport what the heck is wrong with your software team!! Phone lags and hangs every now and then. Hard reset is only option left,device_troubleshooting,@AppleSupport We'd like to provide you some assistance. When are you noticing this behavior most? Which iOS version is installed?,
766824,303261,"@AppleSupport @AppleSupport your iOS 11.0.2 update is shocking. Apps just crash , volume pop ups don’t show, in call loudspeaker toggle not working",software_update,@AppleSupport We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,
1961561,581723,@AppleSupport @AppleSupport why won’t my phone charge past 1% and it keeps over heating for no reason it was fine couple weeks ago 🙄,billing_subscription,@AppleSupport These concerns with heating and power can surely get looked into. What's the device model and iOS version?,
2477694,708187,"So not only is my battery running down faster than @AppleSupport, it now keeps muting!! Will @AppleSupport ever get these issues fixed???",device_troubleshooting,@AppleSupport We'd be happy to help you with this. Please reach out to us via DM and we'll get started.,
612917,664180,@AppleSupport I’m still seeing those boxes. What should beta users do? When is the next beta coming out?,software_update,"@AppleSupport Thanks for contacting us. Let's look into that. Are you seeing the boxes when you try to type, or are you only seeing that appear in messages or posts from other users?",612853.0
1508047,245529,@AppleSupport AND MY BANK CHARGED TRANSFER FEES SO I HAVE LITERALLY $3 IN MY ACCOUNT NOW WHAT IN THE HELL @AppleSupport @AppleSupport !!!!!!!!!!!!,billing_subscription,"@AppleSupport If you have unauthorized charges, we're happy to look into it with you. Go ahead and contact us here:",1508048.0
1654556,504975,@AppleSupport Yes. macOS Sierra 10.12.5,software_update,"@AppleSupport Thank you. Let's reset SMC: If issue continues, DM us by clicking on the link below.",1654555.0
2573896,729913,@AppleSupport Texting specifically; it freezes when I hit the next line of my conversation,device_troubleshooting,@AppleSupport We’re here to help. DM us which iPhone model you are using and we’ll do our best to assist you.,2573895.0
2771858,774803,"@AppleSupport Please note that I have also lost numbers that were saved in my note pad app which were crucial to me such as WiFi access, modem reset pins, bank accounts etc. Kindly assist urgently. Regards Thabo, from South Africa (2)",account_apple_id,@AppleSupport We know how important it is to have your data on your iPhone. You’ve come to the right place. Let us know what happens after following these steps to restart:,
2592240,734144,"@AppleSupport @AppleSupport Solved it. Made a Win10 boot disk with instructions from the link below, and used Repair &amp; System Restore to back out the broken driver update. #Bootcamp should offer the option to create a bootable USB so you can repair Windows installs!",hardware_repair_warranty,@AppleSupport We're glad to hear the issue is resolved! Feel free to reach back out if you need any more help in the future.,2592241.0
2728093,320279,"@AppleSupport I’m on iOS 11.2 beta 4, even though I’m running beta it has nothing to do with it, I’ve been experiencing this since iOS 10.",software_update,@AppleSupport Thanks for letting us know. Please DM us and we'll continue this conversation there.,2728092.0
2645659,377053,"@AppleSupport @AppleSupport listen here my phone had been a MESS ever since the last two updates and something needs to be done. My phone is randomly restarting, the keyboard is jumpy, apps are crashing and my battery is draining way too fast.",device_troubleshooting,"@AppleSupport This isn't the experience we expect to have with our iPhones, so let's look into this together. Which iPhone and iOS version are you using currently? Let us know in DM.",
15712,119456,"Hey @AppleSupport, what is going on with the “I️” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces.",software_update,@AppleSupport Let's look into this for you. Send us a DM and we can check on available options.,
1853245,554561,@AppleSupport @AppleSupport Same here Apple!! Apps are freezing! Phone lags! Wth,device_troubleshooting,@AppleSupport We'd like to help. Please DM us with more details and we'll get started.,1853244.0
2055093,607802,@AppleSupport #ForTheLoveOfMyMother I’m suffering here! 3 updates later &amp; my phone is so darn slow! Please fix this! Check software updates,software_update,@AppleSupport We'd be happy to help. Send us a DM with a few more details and we can started.,
1682435,511451,"@AppleSupport Yep. In settings, the wifi is on but says not connected. I have to toggle it on and off 2-3 times before it allows me to be connected again.",device_troubleshooting,@AppleSupport Does this happen with any Wi-Fi network the iPhone 7 is connected to? When did you start noticing the Wi-Fi disconnecting?,1682434.0
143555,148436,@AppleSupport why is the 6s having a glitch issue with the WiFi on iOS 11.1.2 ? Can’t connect at all,device_troubleshooting,@AppleSupport That is certainly not the experience we want you to have. Let's continue in DM.,
903286,334442,@AppleSupport any answer to this internally combusting 5C battery which has led to me having to buy a new one as screen exploded?! #uk,device_troubleshooting,@AppleSupport We’d like to understand more about this situation. Please DM us some details and we’ll take it from there.,
2024660,598754,"@AppleSupport , #iPhone 7plus is running out of battery after 4 hrs due 2 camera app. Wasn’t happening till last iOS update. Any fixes? Thx",device_troubleshooting,@AppleSupport We'd love to look into this further with you. Please DM us with the specific iOS update you're using and let's dig in.,
598143,261185,@AppleSupport Yes when the Apps have been updated for 11.2 if not can’t run them. When I last checked my list of Apps there are still quite a few needing to be updated.,software_update,"@AppleSupport Did you double check if any app updates were available under the App Store &gt; Updates tab? If you see no updates, then the developers of the apps would need to release their updates to make it compatible with iOS 11.2.",
2436432,543113,"@AppleSupport I can open App Store, when I click download it just cycles and doesn’t prompt Touch ID to download etc. It never starts downloading.",billing_subscription,@AppleSupport Got it. Tell us which country you're located in DM please.,2436431.0
2946991,804897,"My @AppleSupport iPhone X saga continues. I'm currently back to the iPhone 6 Apps don't download to the new phone so couldn't use Uber\Slack and other 'urgent' ones. Killed App Store and rebooted the device several times, no help. @AppleSupport, anyone else, ideas?",billing_subscription,@AppleSupport We're happy to look into this with you so that you can enjoy your iPhone X. When you try to download your apps does anything happen? Do you receive any error messages?,
